the max acc is 9930
no.	acc	ninas	ntk	tot
9930	73.493	1.400	0.425	1.825
===========================================================================
the problems are here (45):
no.	acc	ninas	ntk	tot
5132	63.760	-0.610	-1.281	0.408	-0.202
1994	66.380	0.080	0.070	-0.282	-0.202
12624	66.520	-0.623	-0.415	0.422	-0.201
13744	66.787	-0.601	-1.247	0.401	-0.200
11095	68.170	-0.626	0.569	0.425	-0.200
4521	68.670	-0.621	0.596	0.421	-0.200
4292	63.047	-0.593	-1.334	0.393	-0.199
6803	67.050	-0.601	-1.279	0.402	-0.199
2800	62.953	-0.164	-0.061	-0.035	-0.199
14611	49.940	-0.539	-1.389	0.340	-0.199
6600	66.640	-0.595	-1.280	0.396	-0.199
5687	64.330	-0.564	-1.279	0.366	-0.198
8550	66.960	-0.590	-1.278	0.392	-0.198
2817	64.280	-0.587	-1.285	0.389	-0.198
13528	70.360	-0.608	1.594	0.410	-0.198
14299	69.700	-0.623	0.588	0.426	-0.197
7183	63.953	-0.611	-1.281	0.414	-0.197
403	67.780	-0.620	-0.351	0.423	-0.197
15418	64.650	-0.614	0.569	0.417	-0.197
3379	66.950	-0.622	-0.415	0.425	-0.197
11623	66.880	-0.601	-1.278	0.406	-0.196
6060	57.080	-0.616	-0.425	0.420	-0.195
5660	67.160	-0.585	-1.281	0.390	-0.195
9261	63.660	-0.597	-1.278	0.402	-0.195
8115	67.540	-0.599	-1.279	0.404	-0.195
8520	64.280	-0.595	-1.282	0.400	-0.195
11179	64.540	-0.618	-0.417	0.424	-0.194
8275	67.540	-0.618	-0.350	0.424	-0.194
1432	63.847	-0.592	-1.280	0.398	-0.194
4221	64.160	-0.584	-1.283	0.390	-0.194
5253	63.833	-0.603	-1.282	0.409	-0.193
6725	67.160	-0.604	-1.279	0.411	-0.193
12381	63.150	-0.612	-0.421	0.419	-0.193
1078	69.267	-0.614	0.586	0.421	-0.193
10968	64.330	-0.611	-1.281	0.418	-0.193
5547	66.813	-0.599	-1.280	0.406	-0.193
3711	68.090	-0.618	1.523	0.425	-0.193
1089	67.887	-0.604	-0.326	0.412	-0.192
12740	63.260	-0.593	-1.284	0.401	-0.192
4619	63.900	-0.594	-1.284	0.402	-0.192
7849	67.393	-0.604	-1.277	0.413	-0.191
14846	68.687	-0.613	1.617	0.421	-0.191
13751	66.947	-0.553	-1.279	0.362	-0.191
107	59.747	-0.143	-0.084	-0.048	-0.191
9049	69.950	-0.614	2.565	0.424	-0.191
778	67.740	-0.613	-0.351	0.424	-0.189
6519	67.230	-0.578	-1.278	0.389	-0.189
15558	67.240	-0.583	-1.278	0.394	-0.189
3291	67.030	-0.585	-1.279	0.396	-0.189
7291	64.193	-0.589	-1.282	0.400	-0.189
185	63.967	-0.602	-0.418	0.413	-0.189
4405	64.300	-0.609	0.563	0.420	-0.189
4680	67.120	-0.566	-1.277	0.378	-0.188
3735	63.180	-0.612	1.491	0.424	-0.188
8403	63.950	-0.583	-1.283	0.395	-0.188
9015	67.187	-0.567	-1.279	0.380	-0.187
196	57.300	-0.600	-1.349	0.413	-0.187
1537	67.207	-0.611	-0.351	0.424	-0.187
8084	64.240	-0.600	-1.281	0.413	-0.187
6176	64.550	-0.590	-1.280	0.403	-0.186
7380	64.240	-0.586	-1.282	0.401	-0.186
3027	64.380	-0.599	-1.281	0.413	-0.186
4935	60.967	-0.068	-0.046	-0.117	-0.186
2194	61.927	-0.608	-0.422	0.422	-0.185
12018	66.860	-0.581	-1.277	0.397	-0.185
12262	63.980	0.336	1.220	-0.520	-0.184
7753	62.640	-0.115	-0.060	-0.068	-0.184
14698	66.720	-0.579	-1.279	0.396	-0.183
12369	67.050	-0.571	-1.277	0.388	-0.183
8111	63.180	-0.093	-0.067	-0.090	-0.183
11405	67.200	-0.605	-0.349	0.423	-0.182
6924	67.480	-0.575	-1.279	0.393	-0.182
14298	56.800	-0.232	-0.073	0.051	-0.182
3720	67.140	-0.565	-1.279	0.384	-0.181
15019	67.013	-0.558	-1.215	0.377	-0.181
3591	67.040	-0.587	-1.281	0.406	-0.180
15354	65.910	-0.548	-1.259	0.368	-0.180
14010	64.130	-0.577	-1.278	0.397	-0.180
8461	63.860	-0.096	-0.062	-0.084	-0.180
12946	69.650	-0.604	0.587	0.424	-0.180
12562	63.950	-0.594	-1.279	0.414	-0.180
508	67.747	-0.569	-1.279	0.389	-0.180
12372	65.510	-0.604	-0.419	0.425	-0.179
12231	66.700	-0.559	-1.277	0.380	-0.179
11058	66.133	-0.581	-1.278	0.404	-0.177
491	69.413	-0.595	1.561	0.418	-0.177
1568	66.753	-0.574	-1.278	0.397	-0.176
12358	64.413	-0.572	-1.283	0.396	-0.176
9693	61.430	-0.578	-0.424	0.403	-0.176
9509	66.827	-0.581	-1.279	0.406	-0.176
12535	62.220	-0.151	-0.082	-0.024	-0.175
709	64.020	-0.584	-1.282	0.410	-0.174
6674	66.447	-0.583	-1.278	0.409	-0.174
2137	63.967	-0.576	-1.278	0.402	-0.174
6625	58.420	-0.150	-0.087	-0.023	-0.173
14916	64.587	-0.551	-1.279	0.378	-0.173
9158	67.120	-0.560	-1.278	0.387	-0.173
1920	67.513	-0.587	-0.353	0.414	-0.173
13181	62.320	-0.443	-0.418	0.270	-0.173
2156	65.833	-0.063	-0.045	-0.110	-0.173
7838	66.593	-0.575	-1.280	0.403	-0.173
12062	66.480	-0.577	-1.281	0.405	-0.172
3217	64.280	-0.579	-1.280	0.407	-0.172
9846	67.390	-0.597	-0.415	0.425	-0.172
5828	67.110	-0.573	-1.280	0.401	-0.172
4134	63.220	-0.592	1.489	0.421	-0.171
10629	64.260	-0.547	-1.281	0.376	-0.171
3792	67.140	-0.587	-1.280	0.415	-0.171
5899	63.507	-0.596	-0.419	0.425	-0.171
1475	67.267	-0.563	-1.279	0.392	-0.171
11521	64.530	-0.092	-0.060	-0.079	-0.171
14631	62.520	-0.231	-0.066	0.061	-0.171
13061	62.220	-0.594	-0.421	0.424	-0.171
13458	65.060	0.509	1.237	-0.679	-0.170
12269	64.470	-0.570	-1.280	0.400	-0.170
2915	68.847	-0.591	1.561	0.422	-0.170
6473	66.650	-0.566	-1.278	0.398	-0.168
13887	64.053	-0.576	-1.275	0.408	-0.168
10769	63.920	-0.578	-1.210	0.410	-0.168
79	67.093	-0.575	-1.276	0.408	-0.168
9243	67.080	-0.579	-1.281	0.412	-0.167
8720	63.610	-0.556	-1.280	0.390	-0.166
1227	66.240	-0.577	-1.277	0.412	-0.165
14907	64.353	-0.591	1.458	0.426	-0.165
13375	68.850	-0.587	0.583	0.422	-0.165
8212	70.287	-0.584	2.557	0.419	-0.164
11045	68.090	-0.589	-0.328	0.424	-0.164
8116	64.160	-0.569	-1.284	0.405	-0.164
2353	67.833	-0.588	-0.349	0.424	-0.164
5181	67.873	-0.566	0.616	0.403	-0.164
10773	63.950	-0.568	-1.281	0.404	-0.164
1438	67.060	-0.584	0.566	0.421	-0.163
11223	56.160	-0.564	-0.436	0.401	-0.163
14697	63.333	-0.572	-1.284	0.409	-0.162
9446	66.880	-0.573	-1.281	0.411	-0.162
8757	62.180	-0.574	-0.419	0.412	-0.162
6219	62.900	-0.189	-0.085	0.028	-0.161
3770	58.140	-0.577	-0.442	0.417	-0.159
14354	62.740	-0.573	-0.361	0.414	-0.159
10548	68.067	-0.574	-0.349	0.415	-0.159
3369	66.640	-0.562	-1.278	0.404	-0.158
7	67.133	-0.556	-1.276	0.399	-0.157
12261	62.440	-0.135	-0.097	-0.022	-0.157
11215	63.700	-0.555	-0.395	0.398	-0.157
2862	64.020	-0.562	-1.279	0.405	-0.157
6341	68.913	-0.582	0.588	0.425	-0.156
3127	64.567	-0.098	-0.026	-0.057	-0.156
711	63.927	-0.575	-1.282	0.420	-0.156
7228	67.030	-0.576	-0.349	0.421	-0.155
10506	62.600	-0.554	-0.358	0.399	-0.154
996	68.620	-0.576	1.563	0.422	-0.154
7387	64.820	0.002	-0.032	-0.156	-0.154
11062	67.220	-0.567	-1.278	0.413	-0.154
13054	70.540	-0.573	2.562	0.419	-0.153
11170	67.140	-0.542	-1.279	0.389	-0.153
11592	67.320	-0.572	0.586	0.419	-0.153
11828	69.247	-0.577	0.585	0.424	-0.153
11708	62.280	-0.571	-0.356	0.419	-0.153
1966	67.447	-0.560	-1.276	0.407	-0.152
427	61.700	-0.575	-0.422	0.423	-0.152
8377	67.610	-0.569	0.593	0.417	-0.152
1558	64.167	-0.544	-1.278	0.392	-0.152
8530	68.453	-0.564	0.626	0.412	-0.151
4300	63.467	-0.555	-1.282	0.405	-0.151
11036	62.020	-0.209	-0.071	0.058	-0.151
3333	66.790	-0.545	-1.277	0.395	-0.150
333	63.130	-0.059	-0.074	-0.092	-0.150
8905	64.620	-0.536	-0.373	0.386	-0.150
781	67.320	-0.569	-0.416	0.421	-0.147
14635	58.227	-0.023	0.286	-0.125	-0.147
5524	63.927	-0.556	0.522	0.409	-0.147
4631	69.010	-0.570	0.588	0.423	-0.147
6181	61.660	-0.094	-0.077	-0.052	-0.147
2934	70.420	-0.570	2.584	0.424	-0.147
12813	63.240	-0.572	-0.417	0.426	-0.146
9246	67.300	-0.555	-1.278	0.409	-0.146
276	54.227	-0.508	-0.486	0.362	-0.146
5219	67.100	-0.560	-1.279	0.415	-0.145
9483	67.070	-0.523	-1.279	0.377	-0.145
6299	67.820	-0.569	1.504	0.425	-0.144
9417	68.980	-0.568	0.643	0.424	-0.144
14456	69.593	-0.564	1.569	0.421	-0.144
12988	62.210	-0.567	0.512	0.424	-0.143
3230	64.720	-0.541	-0.418	0.398	-0.143
1663	64.520	-0.020	-0.054	-0.123	-0.143
1873	66.867	-0.555	-1.279	0.413	-0.143
4771	63.773	-0.561	-1.283	0.420	-0.141
9413	63.913	-0.549	-1.280	0.408	-0.141
9812	64.400	-0.548	-1.280	0.408	-0.140
88	62.140	-0.550	-0.356	0.411	-0.140
5812	63.790	-0.155	-0.065	0.017	-0.138
5010	61.980	-0.561	-0.359	0.424	-0.137
10825	69.060	-0.560	0.584	0.423	-0.137
13883	67.620	-0.562	-0.351	0.425	-0.137
7461	66.607	-0.550	0.543	0.413	-0.137
2666	65.153	-0.550	0.568	0.414	-0.136
8675	64.400	-0.558	-0.421	0.423	-0.135
8101	69.360	-0.557	1.561	0.423	-0.135
2753	62.920	0.023	-0.077	-0.158	-0.135
11949	63.980	-0.543	-1.278	0.408	-0.135
15163	64.460	-0.047	-0.047	-0.088	-0.135
7466	62.040	-0.203	-0.083	0.068	-0.135
11913	64.770	-0.532	-0.410	0.397	-0.135
4149	64.080	-0.548	-1.282	0.414	-0.134
10666	67.710	-0.533	0.591	0.399	-0.134
10396	67.450	-0.544	-1.279	0.410	-0.133
5138	66.927	-0.557	-0.416	0.424	-0.133
1827	67.067	-0.502	-1.279	0.370	-0.133
2715	61.747	-0.087	-0.053	-0.046	-0.132
10358	64.030	-0.551	0.603	0.420	-0.132
6503	67.120	-0.511	-1.279	0.379	-0.132
10076	65.860	-0.521	-0.418	0.389	-0.132
11520	67.390	-0.536	-1.278	0.404	-0.132
5112	67.313	-0.538	-1.280	0.407	-0.131
3346	66.650	-0.547	-0.411	0.416	-0.131
7532	66.707	-0.553	-0.350	0.423	-0.130
13666	67.740	-0.528	0.542	0.398	-0.129
4436	65.907	-0.035	-0.032	-0.094	-0.129
291	65.913	0.185	0.079	-0.313	-0.128
11164	67.347	-0.552	-0.415	0.424	-0.127
2317	65.567	-0.079	-0.040	-0.048	-0.127
15085	58.340	-0.527	-0.428	0.401	-0.126
5166	63.920	-0.526	0.518	0.401	-0.126
8672	62.313	-0.547	-0.355	0.421	-0.125
5600	68.190	-0.546	-0.351	0.422	-0.125
12483	68.367	-0.546	0.556	0.421	-0.125
3548	65.367	-0.544	0.588	0.419	-0.124
5872	68.900	-0.541	1.538	0.417	-0.124
8593	67.390	-0.527	-1.279	0.404	-0.123
8149	62.900	-0.040	-0.053	-0.082	-0.121
12245	67.630	-0.499	-0.363	0.380	-0.119
8379	64.570	-0.540	-0.418	0.423	-0.118
9698	67.070	-0.532	-1.279	0.415	-0.118
7654	64.070	-0.528	-0.448	0.411	-0.117
2314	69.253	-0.539	0.585	0.422	-0.117
9068	60.620	-0.179	-0.101	0.062	-0.117
2360	68.493	-0.536	1.522	0.419	-0.117
14664	67.000	-0.528	-1.278	0.412	-0.117
15519	65.140	0.018	-0.051	-0.134	-0.116
14579	63.970	-0.540	-0.417	0.424	-0.116
9213	66.970	-0.537	-0.349	0.422	-0.116
10974	63.740	-0.514	-0.417	0.399	-0.116
14419	66.640	-0.539	-0.349	0.425	-0.114
8776	62.900	-0.533	-0.419	0.419	-0.114
12849	64.660	-0.496	-0.413	0.383	-0.113
8412	64.950	-0.515	0.507	0.402	-0.113
7658	68.160	-0.533	-0.352	0.421	-0.113
9513	66.890	-0.534	-0.417	0.422	-0.112
4342	68.240	-0.535	-0.350	0.423	-0.112
1415	67.267	-0.510	-1.279	0.399	-0.111
9800	62.920	-0.533	-0.356	0.424	-0.110
7229	63.190	-0.152	-0.064	0.043	-0.109
11891	62.680	-0.530	-0.421	0.421	-0.109
11565	69.620	-0.529	0.588	0.421	-0.108
7106	66.640	-0.525	-0.417	0.417	-0.108
13227	65.840	-0.529	0.583	0.422	-0.107
1313	66.573	-0.529	-0.416	0.424	-0.105
3906	61.380	-0.127	-0.057	0.022	-0.105
11956	64.240	-0.514	0.488	0.410	-0.105
1838	56.033	-0.488	-0.445	0.383	-0.105
13003	66.713	-0.526	-0.415	0.421	-0.104
15540	63.190	-0.523	-0.357	0.419	-0.104
4790	65.687	0.147	0.075	-0.251	-0.104
1741	64.573	-0.085	-0.054	-0.018	-0.103
10109	67.270	-0.516	-1.279	0.414	-0.103
5065	67.390	-0.525	0.620	0.424	-0.101
9758	67.753	-0.526	-0.349	0.424	-0.101
10505	55.480	-0.522	0.487	0.422	-0.100
6766	67.487	-0.524	-0.351	0.424	-0.100
2393	65.473	-0.522	0.517	0.422	-0.100
4098	61.810	-0.523	-0.421	0.423	-0.099
11992	67.160	-0.503	0.544	0.406	-0.097
10772	67.250	-0.517	-0.350	0.422	-0.095
11713	67.133	-0.514	-1.203	0.419	-0.095
11177	62.140	-0.515	-0.419	0.420	-0.094
6107	64.400	-0.510	1.507	0.416	-0.094
5311	63.620	-0.139	-0.065	0.044	-0.094
8523	65.040	-0.496	-0.421	0.402	-0.094
12847	60.760	-0.177	-0.081	0.083	-0.094
13389	66.960	-0.500	-1.279	0.407	-0.094
8313	64.370	-0.516	0.519	0.423	-0.092
7357	68.900	-0.516	1.523	0.424	-0.092
9927	69.553	-0.514	1.655	0.423	-0.091
6356	62.207	-0.508	0.412	0.417	-0.091
12919	71.030	-0.509	2.585	0.418	-0.091
994	62.280	-0.497	-0.357	0.407	-0.090
12679	68.540	-0.511	0.613	0.422	-0.089
5661	66.620	-0.508	-0.415	0.419	-0.089
15541	58.190	-0.508	-0.429	0.420	-0.088
5367	63.650	-0.512	0.520	0.425	-0.087
13384	61.567	-0.504	-0.423	0.418	-0.086
3528	64.487	-0.510	-0.420	0.424	-0.086
662	64.460	-0.510	0.515	0.424	-0.086
14059	64.560	-0.496	-0.419	0.410	-0.086
8279	67.647	-0.508	-0.350	0.422	-0.085
14200	66.253	0.082	0.083	-0.166	-0.084
7827	65.967	-0.504	2.496	0.420	-0.084
7507	66.587	-0.507	-0.378	0.424	-0.083
5269	68.140	-0.507	-0.351	0.425	-0.083
14275	61.890	-0.494	-0.421	0.412	-0.082
6383	65.427	0.077	-0.044	-0.158	-0.081
9072	67.340	-0.496	-0.350	0.415	-0.081
4006	67.353	-0.503	-0.416	0.423	-0.080
9245	63.220	-0.495	0.518	0.416	-0.079
11566	66.140	-0.498	1.457	0.419	-0.079
4834	64.580	0.065	-0.070	-0.144	-0.078
7057	69.227	-0.501	1.556	0.423	-0.078
890	63.420	-0.495	-0.334	0.416	-0.078
3551	67.533	-0.503	0.541	0.424	-0.078
14913	64.473	-0.113	-0.047	0.036	-0.077
4582	63.940	-0.114	-0.060	0.037	-0.077
11685	69.460	-0.498	0.586	0.421	-0.077
579	65.060	-0.494	0.573	0.419	-0.075
7014	61.440	-0.483	-0.395	0.409	-0.074
4877	67.160	-0.492	-1.279	0.418	-0.074
7591	68.620	-0.499	0.621	0.425	-0.074
8432	68.350	-0.498	0.594	0.425	-0.073
9999	65.180	-0.112	-0.062	0.039	-0.073
12343	62.320	-0.498	-0.355	0.425	-0.072
4032	68.680	-0.493	0.585	0.424	-0.069
1848	65.487	-0.405	1.530	0.336	-0.069
6829	67.470	-0.490	-0.350	0.421	-0.068
15609	66.667	-0.476	-0.415	0.409	-0.068
12796	68.847	-0.476	1.587	0.410	-0.067
4043	50.200	-0.305	-0.447	0.240	-0.065
14782	63.820	-0.297	0.463	0.233	-0.064
8236	67.113	-0.487	-0.415	0.424	-0.063
6623	63.200	0.432	1.207	-0.495	-0.063
7843	70.280	-0.484	1.509	0.422	-0.063
309	62.860	-0.475	-0.357	0.413	-0.062
9749	70.040	-0.482	1.581	0.420	-0.062
2635	68.780	-0.486	0.584	0.424	-0.062
7146	68.180	-0.458	-0.345	0.397	-0.061
11153	66.960	-0.480	-0.350	0.419	-0.061
5558	62.787	-0.067	-0.069	0.006	-0.060
1045	66.247	-0.063	-0.051	0.003	-0.060
5947	67.280	-0.485	-0.381	0.425	-0.060
14722	65.820	0.018	-0.056	-0.078	-0.060
5331	56.420	-0.474	-0.436	0.415	-0.059
9842	66.290	-0.055	-0.047	-0.003	-0.058
8618	68.850	-0.478	0.612	0.420	-0.058
13249	67.513	-0.479	0.619	0.422	-0.057
5814	67.927	-0.474	-0.350	0.417	-0.057
14258	68.740	-0.480	0.642	0.423	-0.057
1922	39.840	-0.391	-0.634	0.334	-0.057
5706	62.260	-0.469	-0.423	0.413	-0.056
12314	58.210	-0.472	-0.428	0.416	-0.056
12183	63.860	-0.472	1.518	0.417	-0.055
13762	64.513	-0.250	-0.070	0.197	-0.053
6056	66.230	-0.407	-0.412	0.353	-0.053
9873	64.450	-0.475	-0.419	0.422	-0.053
12765	61.460	-0.472	-0.420	0.420	-0.053
3161	65.347	-0.121	-0.054	0.069	-0.053
15397	64.850	-0.475	0.576	0.422	-0.052
15020	64.000	-0.470	0.517	0.419	-0.051
14210	64.060	-0.476	0.551	0.426	-0.051
15353	67.280	-0.472	-0.275	0.422	-0.050
6354	59.960	-0.159	-0.083	0.109	-0.050
10078	65.440	-0.468	0.552	0.418	-0.050
10678	67.553	-0.470	-0.351	0.421	-0.049
12125	68.820	-0.472	1.593	0.423	-0.049
15457	39.110	-0.401	-0.616	0.352	-0.048
13129	68.460	-0.472	-0.349	0.424	-0.048
807	65.647	0.041	0.082	-0.088	-0.047
3007	67.430	-0.469	1.511	0.422	-0.047
8886	67.960	-0.471	-0.260	0.424	-0.047
7805	61.780	-0.052	0.428	0.006	-0.046
6627	62.150	-0.464	-0.420	0.419	-0.046
4328	61.400	-0.454	-0.421	0.410	-0.044
11347	61.573	-0.467	-0.358	0.424	-0.043
2413	64.553	-0.036	-0.026	-0.007	-0.043
10918	65.500	-0.467	0.519	0.425	-0.042
4970	67.970	-0.458	-0.350	0.416	-0.042
9750	64.933	-0.450	0.560	0.410	-0.041
14428	61.840	-0.465	-0.360	0.425	-0.040
8266	66.253	-0.463	-0.412	0.424	-0.039
6909	67.340	-0.380	-0.314	0.342	-0.039
1241	63.027	-0.177	-0.095	0.139	-0.039
6764	64.460	-0.458	0.574	0.419	-0.038
6652	68.973	-0.461	0.583	0.423	-0.038
8130	61.780	-0.462	-0.419	0.424	-0.038
12229	67.880	-0.457	-0.352	0.419	-0.038
2997	67.393	-0.460	-0.350	0.423	-0.037
5376	67.393	-0.461	-0.349	0.425	-0.037
6611	66.980	-0.460	-0.350	0.424	-0.037
2820	66.460	-0.461	-0.512	0.424	-0.036
10939	67.973	-0.460	-0.350	0.424	-0.036
6579	57.380	-0.443	-0.426	0.408	-0.035
9176	64.370	-0.157	-0.090	0.123	-0.034
3315	62.790	-0.456	1.457	0.423	-0.033
900	61.093	-0.028	-0.055	-0.005	-0.032
4840	67.800	-0.451	-0.263	0.420	-0.031
1718	63.847	-0.166	-0.087	0.135	-0.030
1336	65.280	-0.450	0.581	0.421	-0.029
2431	62.453	-0.450	-0.421	0.421	-0.028
7151	60.370	-0.152	-0.091	0.124	-0.028
4740	63.740	-0.450	-0.418	0.423	-0.027
11453	65.700	-0.439	0.504	0.411	-0.027
6827	66.120	0.097	0.075	-0.124	-0.027
15093	55.760	-0.369	-0.486	0.342	-0.027
15016	67.300	-0.451	-0.349	0.424	-0.027
14960	68.173	-0.449	1.494	0.423	-0.026
15072	67.030	-0.435	-0.416	0.410	-0.025
7764	68.420	-0.445	-0.350	0.420	-0.025
5510	67.527	-0.434	-0.349	0.410	-0.023
712	63.030	-0.428	-0.421	0.406	-0.023
5020	67.500	-0.413	0.512	0.390	-0.022
6671	66.087	-0.443	0.525	0.420	-0.022
8472	63.900	-0.225	-0.085	0.203	-0.022
9966	46.560	-0.277	-0.584	0.256	-0.021
8535	68.220	-0.437	1.584	0.416	-0.021
2466	55.727	-0.440	-0.432	0.419	-0.021
2101	46.760	-0.399	-0.594	0.379	-0.021
8703	64.050	-0.443	-0.419	0.423	-0.020
15018	65.333	0.435	1.275	-0.455	-0.020
5467	66.980	-0.443	-0.350	0.424	-0.020
15064	67.330	-0.441	-0.415	0.422	-0.019
12368	63.400	-0.116	-0.061	0.097	-0.018
12646	66.600	-0.443	1.529	0.425	-0.018
4015	68.153	-0.255	-0.368	0.238	-0.017
11110	61.970	-0.045	-0.082	0.028	-0.016
1672	39.513	-0.360	-0.614	0.344	-0.016
13273	68.347	-0.440	0.554	0.424	-0.015
2276	67.227	-0.435	-0.350	0.420	-0.015
7544	67.993	-0.431	1.521	0.418	-0.013
4343	63.507	-0.437	-0.419	0.424	-0.013
7327	68.360	-0.436	0.547	0.423	-0.013
9478	67.810	-0.397	0.538	0.384	-0.013
5458	68.000	-0.423	-0.351	0.410	-0.012
3337	62.020	-0.434	-0.422	0.422	-0.012
13216	62.440	-0.433	-0.420	0.422	-0.011
760	68.640	-0.428	0.586	0.417	-0.011
12253	64.760	-0.434	-0.418	0.423	-0.011
12081	66.440	-0.431	-0.414	0.421	-0.010
2728	67.413	-0.433	1.506	0.424	-0.009
8924	68.560	-0.411	1.531	0.403	-0.008
3984	62.813	-0.430	-0.419	0.422	-0.008
4304	62.660	-0.431	-0.421	0.424	-0.007
3277	68.947	-0.431	0.585	0.424	-0.007
4870	64.270	-0.188	-0.050	0.182	-0.007
2727	66.940	-0.420	-0.416	0.414	-0.006
12071	66.780	-0.423	0.540	0.418	-0.006
2794	63.047	-0.148	-0.089	0.142	-0.006
4573	65.300	-0.428	-0.422	0.423	-0.005
10808	64.730	0.006	-0.042	-0.011	-0.004
8007	63.330	-0.164	-0.100	0.161	-0.004
377	66.680	-0.425	-0.350	0.422	-0.004
11034	63.740	-0.117	-0.059	0.113	-0.003
1084	69.360	-0.428	1.610	0.424	-0.003
3021	64.170	-0.118	-0.088	0.114	-0.003
12187	61.913	-0.421	-0.421	0.417	-0.003
13968	61.830	-0.425	-0.422	0.422	-0.003
615	67.613	-0.428	-0.351	0.426	-0.003
10022	66.560	-0.427	-0.415	0.424	-0.003
9106	70.450	-0.428	2.525	0.426	-0.002
14367	67.487	-0.427	-0.352	0.425	-0.002
6900	68.930	-0.369	1.610	0.368	-0.001
11369	67.360	0.129	0.068	-0.129	-0.000
10314	67.490	-0.425	-0.350	0.426	0.000
8097	65.150	-0.420	0.566	0.421	0.001
4226	63.800	-0.422	-0.417	0.424	0.002
12294	63.740	-0.190	-0.088	0.193	0.002
13832	65.953	-0.418	2.491	0.421	0.003
7085	64.813	-0.085	-0.054	0.089	0.003
9653	65.450	-0.374	0.459	0.378	0.004
4077	62.270	-0.413	-0.420	0.417	0.005
4965	62.720	-0.419	-0.358	0.424	0.005
3513	57.433	-0.388	-0.430	0.393	0.005
8144	64.140	-0.325	0.548	0.330	0.005
5704	55.210	-0.417	-0.427	0.423	0.006
12017	68.560	-0.417	0.556	0.423	0.007
2070	62.880	-0.413	-0.288	0.420	0.007
1269	64.847	0.502	1.223	-0.493	0.009
5167	64.553	-0.404	0.577	0.414	0.010
10936	67.540	-0.413	-0.350	0.423	0.010
6517	64.410	-0.413	-0.417	0.423	0.011
9323	65.100	-0.042	-0.031	0.053	0.011
685	64.660	-0.410	0.589	0.421	0.011
13317	68.410	-0.412	0.585	0.423	0.011
656	64.990	-0.414	-0.420	0.425	0.011
3101	65.560	-0.079	-0.041	0.091	0.012
14049	64.380	-0.412	-0.417	0.424	0.012
4753	47.107	-0.271	-0.586	0.284	0.013
344	63.500	-0.412	0.521	0.424	0.013
10934	65.433	-0.047	-0.033	0.060	0.013
3693	57.040	-0.318	-0.480	0.332	0.014
7204	62.660	-0.398	-0.355	0.413	0.015
9125	50.060	0.073	-0.462	-0.058	0.015
14254	63.680	0.735	1.022	-0.720	0.015
5185	67.747	-0.407	-0.351	0.423	0.015
1240	63.053	-0.022	-0.066	0.038	0.016
2438	66.667	-0.403	-0.348	0.419	0.016
14882	62.987	-0.403	-0.358	0.419	0.016
8756	62.950	-0.404	-0.358	0.420	0.016
7313	70.550	-0.408	2.589	0.424	0.016
3788	68.000	-0.382	0.568	0.398	0.017
8427	55.420	-0.403	-0.444	0.419	0.017
11976	67.280	-0.406	-0.351	0.423	0.017
11731	66.380	-0.379	0.523	0.396	0.017
12030	64.460	-0.377	-0.418	0.394	0.018
12026	67.620	-0.408	-0.350	0.426	0.018
11757	67.620	-0.401	-0.351	0.419	0.018
1608	64.887	-0.080	-0.067	0.099	0.019
6950	67.130	-0.404	-0.417	0.424	0.019
9740	62.540	-0.399	-0.361	0.419	0.020
4989	68.740	-0.399	0.589	0.419	0.020
4996	64.550	-0.376	0.520	0.396	0.020
13703	64.287	-0.398	-0.420	0.419	0.021
12897	67.660	-0.402	-0.350	0.423	0.022
11135	63.530	-0.400	-0.418	0.421	0.022
1152	62.720	-0.401	-0.356	0.423	0.023
13536	64.427	-0.396	0.570	0.419	0.023
10522	46.620	-0.290	-0.587	0.313	0.023
8348	47.060	-0.303	-0.587	0.327	0.024
5632	68.140	-0.400	0.603	0.425	0.025
11289	65.660	-0.399	0.554	0.425	0.026
10420	60.420	-0.098	-0.055	0.124	0.026
3183	65.827	-0.398	1.452	0.424	0.026
10912	66.580	-0.393	-0.416	0.421	0.028
15267	67.667	-0.392	-0.352	0.421	0.028
5356	69.190	-0.394	0.588	0.424	0.030
11815	65.970	0.064	-0.306	-0.033	0.031
15405	61.960	-0.392	-0.426	0.425	0.033
9267	67.340	-0.375	-0.352	0.409	0.033
2874	64.507	-0.105	-0.410	0.139	0.034
11606	68.120	-0.389	-0.277	0.423	0.035
4847	68.630	-0.387	0.606	0.422	0.035
1833	62.687	-0.152	-0.071	0.187	0.035
3148	64.020	-0.029	-0.051	0.064	0.035
3976	65.380	0.466	1.244	-0.431	0.035
10044	47.680	-0.333	-0.588	0.369	0.036
7737	66.620	-0.388	-0.416	0.424	0.036
1093	66.980	-0.386	1.510	0.424	0.038
5224	61.940	-0.374	-0.419	0.412	0.038
119	69.040	-0.385	0.583	0.424	0.039
4608	69.870	-0.385	0.587	0.424	0.040
13069	64.900	0.006	-0.024	0.033	0.040
14520	62.020	0.133	-0.248	-0.092	0.040
12098	68.027	-0.382	-0.350	0.423	0.041
14415	67.320	-0.380	-0.415	0.422	0.042
14506	66.780	-0.348	-0.405	0.389	0.042
173	54.680	-0.373	-0.433	0.415	0.042
9253	64.620	-0.010	-0.045	0.052	0.042
6273	68.040	-0.382	0.578	0.424	0.042
2336	46.960	-0.221	-0.588	0.264	0.043
